O82,14700.0
H61,24399.0
J30,62729.0
J06,140179.0
H66,17608.0
A09,102809.0
J18,31151.0
M54,190028.0
I10,182562.0
J45,28263.0
L72,9637.0
N63,24436.0
H52,187242.0
N76,41592.0
N60,23875.0
D64,8386.0
J17,133.0
J04,19189.0
L50,19253.0
J01,117136.0
J03,104344.0
J00,86346.0
B35,13973.0
N39,62349.0
K30,43796.0
H10,36679.0
K52,28330.0
L30,17714.0
Q82,2304.0
D22,47946.0
I83,49869.0
H35,28607.0
C80,8559.0
L98,17861.0
H90,18279.0
M51,22548.0
E23,1319.0
M15,5376.0
J40,4457.0
J21,6467.0
G47,18319.0
J34,15638.0
N80,4013.0
N11,1641.0
O10,342.0
L73,1709.0
L23,12471.0
L20,11039.0
G43,31248.0
J02,49066.0
K29,50817.0
D23,11174.0
L70,21534.0
H40,66345.0
A68,891.0
P94,11.0
D52,56.0
E03,17030.0
F41,25391.0
H60,14069.0
M71,3965.0
B07,44772.0
H91,9445.0
M23,18744.0
G20,595.0
E86,1500.0
M79,54503.0
J35,8281.0
I70,4385.0
I71,453.0
L80,1258.0
L82,14997.0
D12,3401.0
K31,23364.0
M65,57804.0
E66,48880.0
N48,8235.0
B01,4315.0
H36,4535.0
H01,3506.0
H18,14950.0
N23,20698.0
G24,435.0
B37,6809.0
E11,11725.0
L21,6423.0
N91,7241.0
I88,624.0
E83,2021.0
M19,11162.0
M22,20554.0
J11,27560.0
N10,1531.0
K59,12249.0
N20,27611.0
M25,82189.0
M75,41738.0
B36,3042.0
M41,6889.0
F80,5805.0
K20,4423.0
L08,4566.0
M21,5265.0
H16,5365.0
H92,9177.0
B33,239.0
D20,1034.0
N50,2365.0
L02,14580.0
K80,9777.0
C18,4588.0
H00,8308.0
N64,11000.0
N92,14304.0
N72,30450.0
E07,3883.0
I20,20041.0
M82,384.0
C61,5206.0
K43,912.0
J10,4981.0
A06,1583.0
K07,6133.0
L60,6570.0
K62,3979.0
M13,3383.0
M62,6714.0
E04,18223.0
E78,26013.0
M20,3678.0
M70,6608.0
G00,289.0
G03,881.0
L92,1003.0
H33,3548.0
G56,7279.0
H65,21349.0
C90,2490.0
J32,22149.0
H53,20036.0
N47,4467.0
O20,7207.0
C34,2858.0
I51,1253.0
H57,16249.0
C37,34.0
N40,27901.0
M77,25667.0
K63,3009.0
G51,1025.0
I25,7341.0
M05,1480.0
O33,1282.0
D03,96.0
O03,1600.0
N30,27371.0
M07,175.0
C82,606.0
E10,3824.0
B34,12927.0
N95,22382.0
N84,4018.0
H11,5326.0
G40,8418.0
M24,2870.0
N73,5378.0
M43,4933.0
E14,6780.0
D13,5174.0
N18,5599.0
B82,866.0
L27,250.0
B16,218.0
C81,613.0
M50,8102.0
G99,682.0
M35,911.0
H93,4588.0
M17,12938.0
J20,17760.0
J98,9429.0
A90,14841.0
H43,3456.0
J22,5434.0
C50,14142.0
K12,5465.0
G44,8862.0
M86,849.0
K05,360.0
L57,14242.0
H81,4165.0
K35,3783.0
N83,4658.0
J15,6861.0
M72,6715.0
M18,739.0
L85,5368.0
K22,739.0
A63,3061.0
I49,12793.0
I47,6050.0
A38,889.0
K76,4566.0
L40,2339.0
I15,3293.0
K92,3347.0
I84,13222.0
E90,279.0
H58,1968.0
H25,17010.0
E60,145.0
H26,6516.0
M81,11829.0
D56,759.0
K21,23449.0
E06,7527.0
M80,764.0
E34,4251.0
E87,575.0
N86,2743.0
D39,488.0
N61,883.0
E02,1021.0
K60,3967.0
D48,2841.0
I64,4111.0
I34,5652.0
C44,7683.0
I80,3541.0
J81,199.0
A00,1546.0
D09,398.0
J64,68.0
L25,5213.0
D45,154.0
J44,3635.0
H51,1078.0
K25,962.0
N31,1646.0
P12,2297.0
N49,495.0
I50,6747.0
C76,967.0
L81,16490.0
D75,1441.0
G80,1145.0
A08,5719.0
F99,125.0
P59,1819.0
N71,843.0
M53,11259.0
J31,9840.0
C71,955.0
M90,110.0
N70,1393.0
N77,3563.0
G50,645.0
K40,4395.0
L29,2803.0
K42,3389.0
M84,975.0
H68,560.0
F33,3065.0
I82,2372.0
I65,1576.0
D77,186.0
A46,2141.0
C23,69.0
C56,1318.0
M61,222.0
D50,9948.0
O13,723.0
C46,926.0
I67,1085.0
M06,2278.0
M39,19.0
H50,3473.0
D33,711.0
F17,245.0
C16,1708.0
C73,4519.0
C67,2694.0
K11,1180.0
N36,1827.0
N46,2220.0
N87,5116.0
K14,228.0
M32,801.0
K51,1465.0
F32,9008.0
N89,6007.0
O34,498.0
L05,1085.0
O26,2112.0
L01,2858.0
P38,53.0
I77,336.0
K57,2740.0
M16,3453.0
M66,1326.0
L03,6387.0
N13,874.0
N94,9752.0
B02,2770.0
E88,2755.0
B24,502.0
L83,125.0
I05,1253.0
F51,765.0
K03,187.0
I48,2754.0
B30,1784.0
H83,10676.0
C54,714.0
D18,2790.0
N21,1296.0
E22,1367.0
C49,828.0
D63,1681.0
C85,938.0
C08,147.0
K26,1102.0
O47,1637.0
I63,820.0
I68,187.0
J43,491.0
M48,1151.0
E63,2011.0
H70,247.0
C02,199.0
B00,2832.0
G45,1248.0
D24,2502.0
C83,1253.0
E05,1374.0
A67,699.0
B08,4421.0
Q38,158.0
L65,6561.0
H30,933.0
F43,1863.0
L99,1512.0
N90,837.0
C20,1155.0
N02,761.0
C17,293.0
I73,877.0
M11,249.0
M36,724.0
H02,4839.0
H17,1476.0
E01,773.0
B20,193.0
D72,617.0
N35,853.0
Q66,2048.0
I09,135.0
L42,746.0
L28,1225.0
C69,343.0
C43,2360.0
H21,286.0
M33,160.0
B18,1098.0
F50,968.0
F91,547.0
I24,834.0
G73,24.0
E74,97.0
E76,302.0
L84,1190.0
E46,345.0
F40,1324.0
N42,781.0
O60,555.0
O35,165.0
O43,78.0
K37,594.0
D04,2739.0
L10,212.0
M46,1111.0
L24,2721.0
L71,913.0
F81,853.0
F98,853.0
F93,934.0
E65,1946.0
E73,283.0
G30,1105.0
N17,994.0
J38,2398.0
I98,321.0
Q16,26.0
M00,768.0
G55,710.0
K28,837.0
N22,183.0
P07,1237.0
J36,673.0
D70,601.0
M76,7276.0
H20,542.0
D35,480.0
I42,432.0
H04,1070.0
I21,1962.0
E79,134.0
D47,317.0
N82,263.0
E00,425.0
M10,1805.0
D01,170.0
J33,1526.0
K45,380.0
K81,3624.0
M40,1826.0
M60,833.0
G82,208.0
N32,1444.0
L91,1577.0
D46,1155.0
B77,126.0
C12,2865.0
N29,587.0
E68,147.0
D05,498.0
G62,609.0
F05,286.0
A41,1677.0
N00,483.0
N97,1278.0
Q65,624.0
D25,5672.0
M14,597.0
F10,723.0
B19,239.0
G96,545.0
J93,205.0
N45,1280.0
O42,1372.0
L64,2680.0
L53,966.0
O23,1333.0
H19,426.0
M67,1921.0
O06,754.0
J47,316.0
D21,5233.0
I00,1569.0
C25,871.0
J09,318.0
L87,85.0
K85,878.0
O02,1859.0
N41,1148.0
N85,2535.0
J84,453.0
O00,804.0
G35,817.0
H54,691.0
J37,6947.0
I78,910.0
I26,1103.0
G54,707.0
I95,1588.0
D61,165.0
F42,387.0
K36,83.0
C60,146.0
D71,179.0
D30,301.0
M02,130.0
D69,1673.0
P28,78.0
K58,2293.0
J05,646.0
O86,122.0
I87,1888.0
D34,934.0
D29,569.0
H03,58.0
H45,759.0
G90,438.0
Q74,115.0
A49,1362.0
N08,143.0
A28,40.0
M99,618.0
D68,1712.0
B97,1774.0
A51,290.0
D17,1655.0
D43,225.0
E50,1050.0
N93,2989.0
N74,898.0
M47,2688.0
K74,778.0
P58,59.0
I11,7098.0
L14,37.0
C77,242.0
L04,615.0
B09,784.0
D36,1233.0
C32,839.0
O32,189.0
D14,193.0
C92,1145.0
C62,514.0
F06,1432.0
N06,93.0
K61,1034.0
C07,144.0
D41,132.0
K90,320.0
C64,974.0
M45,934.0
K50,1021.0
K55,95.0
I45,511.0
O14,583.0
O80,2034.0
L90,1800.0
O62,1180.0
D57,476.0
K04,158.0
E89,339.0
H59,655.0
G25,440.0
G58,1034.0
J42,587.0
D53,366.0
A05,1178.0
J39,3695.0
L62,110.0
K08,745.0
P22,448.0
P05,129.0
N62,2356.0
M87,321.0
E61,985.0
A04,754.0
A60,517.0
P92,131.0
I44,418.0
N99,198.0
G57,1468.0
I89,1065.0
N59,35.0
F39,338.0
N88,1568.0
N19,553.0
K86,378.0
G61,318.0
J90,413.0
D38,205.0
L22,904.0
I60,409.0
A88,386.0
M85,656.0
C91,1149.0
C06,163.0
C03,70.0
C04,86.0
I85,255.0
Q52,46.0
K13,294.0
Q27,82.0
M83,179.0
C72,375.0
Q61,264.0
F79,59.0
Q62,325.0
F84,622.0
Q24,99.0
L67,103.0
F90,2099.0
E30,807.0
N34,1144.0
M68,389.0
H44,1687.0
K46,630.0
C19,324.0
O63,542.0
C31,131.0
I74,851.0
C11,233.0
C40,524.0
M88,110.0
Q50,173.0
K10,591.0
J13,1441.0
C88,181.0
H47,478.0
H05,253.0
I99,565.0
A56,97.0
O90,244.0
H71,132.0
F31,1082.0
F44,492.0
C14,176.0
L54,49.0
D51,338.0
K27,405.0
O30,425.0
K82,388.0
A01,304.0
G41,187.0
K71,193.0
K73,477.0
H15,436.0
G37,128.0
E13,258.0
D06,143.0
Q67,423.0
F52,926.0
B26,871.0
I72,316.0
G81,394.0
D66,19.0
E16,925.0
Q28,77.0
A87,469.0
I97,57.0
M94,1326.0
I69,659.0
I46,101.0
C22,597.0
O92,126.0
F72,25.0
D15,85.0
L63,1182.0
C84,285.0
E42,35.0
D42,27.0
L41,71.0
Q85,96.0
Q23,96.0
D27,1217.0
P96,106.0
K72,203.0
L74,474.0
L56,95.0
G93,634.0
K91,209.0
D31,152.0
D16,1174.0
C53,403.0
N28,888.0
M93,664.0
J80,125.0
C13,153.0
C05,118.0
C15,339.0
E15,20.0
K75,569.0
F03,355.0
I30,261.0
B65,94.0
N14,26.0
J68,302.0
I35,508.0
C41,503.0
A25,583.0
P70,76.0
I86,1562.0
A53,344.0
A50,110.0
O41,748.0
N12,375.0
B99,400.0
F30,79.0
M92,704.0
H72,650.0
J16,279.0
F88,101.0
H31,252.0
J12,905.0
D32,253.0
K56,831.0
G31,102.0
D37,499.0
Q64,57.0
O15,28.0
G91,399.0
L97,351.0
Q30,43.0
H69,403.0
K83,339.0
K67,39.0
N96,360.0
O21,1595.0
E29,376.0
L66,412.0
N43,487.0
B86,876.0
KEI,57.0
N81,662.0
L52,146.0
N33,95.0
C94,160.0
A15,157.0
G06,61.0
O68,76.0
O91,381.0
A54,230.0
N75,815.0
D80,203.0
K06,121.0
M73,189.0
B49,823.0
E28,1834.0
C48,138.0
E35,315.0
C52,36.0
Q21,1039.0
N51,454.0
M34,180.0
F45,690.0
O99,460.0
H95,98.0
B95,57.0
G60,148.0
A48,34.0
F70,80.0
J96,993.0
M08,167.0
H62,568.0
M63,228.0
B27,480.0
F64,7.0
I81,209.0
B48,176.0
E44,324.0
O08,94.0
Q70,40.0
D40,286.0
J41,736.0
E25,210.0
L43,354.0
I37,53.0
M12,495.0
Q89,47.0
E67,60.0
K44,264.0
E55,436.0
G46,635.0
O16,370.0
N03,190.0
A07,178.0
H82,410.0
Q75,101.0
D07,156.0
O67,5.0
B83,550.0
Q18,165.0
O22,198.0
N37,174.0
A64,465.0
F19,231.0
F83,184.0
EZ8,72.0
H80,432.0
D10,666.0
N01,306.0
F20,584.0
A02,220.0
D11,410.0
D58,93.0
N04,338.0
A27,23.0
M30,183.0
E20,103.0
F00,204.0
J61,28.0
E45,156.0
E58,39.0
E31,88.0
D44,957.0
O44,190.0
F48,195.0
A69,118.0
O12,153.0
K23,111.0
F21,56.0
Q72,50.0
K93,466.0
G11,65.0
H13,307.0
I66,197.0
L95,180.0
I38,37.0
Q02,16.0
F94,69.0
C96,39.0
F28,44.0
C30,155.0
I61,211.0
L00,473.0
A89,47.0
A78,70.0
O24,465.0
L44,257.0
L13,104.0
G98,105.0
F12,84.0
G92,28.0
A58,35.0
B22,14.0
D81,23.0
L93,190.0
E75,370.0
B43,233.0
G72,103.0
C51,78.0
E71,38.0
K87,76.0
K65,135.0
C00,107.0
H23,9.0
H27,692.0
N25,150.0
H76,29.0
K00,233.0
Q69,72.0
K01,240.0
O28,228.0
E32,26.0
M52,90.0
J46,256.0
O83,120.0
E54,117.0
E18,13.0
B25,86.0
B03,27.0
A31,85.0
I12,138.0
D28,176.0
F82,296.0
O31,34.0
B15,87.0
P74,63.0
E85,43.0
D65,30.0
H73,63.0
J62,28.0
O05,78.0
Q99,107.0
F29,363.0
J70,262.0
I32,63.0
C74,331.0
P61,78.0
F66,63.0
B58,94.0
H22,88.0
G04,115.0
N16,47.0
L26,47.0
B42,12.0
K09,238.0
D55,54.0
A59,395.0
O46,54.0
C79,382.0
N54,48.0
H67,169.0
H34,293.0
H64,2.0
B96,60.0
B87,189.0
F07,59.0
O72,21.0
M56,10.0
F14,190.0
L51,185.0
C10,278.0
I62,107.0
O98,28.0
B23,71.0
H56,4.0
O69,205.0
P03,94.0
L55,351.0
A37,253.0
G42,146.0
C97,21.0
L11,145.0
L68,136.0
Q22,76.0
M96,213.0
I40,283.0
C38,114.0
L86,90.0
G83,132.0
I07,44.0
N44,187.0
K70,282.0
D76,40.0
O29,47.0
E26,22.0
M89,312.0
C68,53.0
G12,88.0
H29,55.0
N98,167.0
B66,34.0
D26,373.0
A85,20.0
Q03,26.0
D60,57.0
P14,23.0
K41,90.0
D59,172.0
L75,157.0
P37,24.0
G70,250.0
Q78,90.0
Q53,221.0
J14,140.0
I01,206.0
I52,174.0
Q83,59.0
M91,148.0
HAN,68.0
Q76,68.0
E24,42.0
M01,106.0
D83,84.0
Q40,79.0
L94,144.0
C55,74.0
O36,469.0
F24,11.0
I06,346.0
M58,47.0
B80,209.0
M49,64.0
L59,138.0
C65,93.0
B57,54.0
K77,167.0
M95,365.0
I39,75.0
I13,149.0
G52,119.0
B73,87.0
A91,61.0
E70,152.0
J69,112.0
B46,44.0
F34,258.0
J65,19.0
A52,137.0
I31,136.0
E64,86.0
K38,92.0
A16,179.0
P13,14.0
C09,212.0
E59,18.0
Q51,27.0
E47,12.0
B81,100.0
E56,120.0
Q90,122.0
I18,6.0
B70,42.0
O89,29.0
H55,93.0
N27,37.0
N68,6.0
H74,89.0
B06,177.0
M55,15.0
Q44,72.0
O65,80.0
A19,18.0
Q81,59.0
B04,53.0
O66,56.0
D62,150.0
J66,56.0
B85,174.0
O01,47.0
K02,79.0
F01,167.0
A30,96.0
Q25,159.0
Q68,71.0
Q87,30.0
D73,66.0
B88,45.0
F95,59.0
C33,33.0
C21,168.0
E21,322.0
P50,13.0
C66,45.0
F25,93.0
G21,61.0
F55,15.0
I33,80.0
J79,6.0
B51,19.0
M31,118.0
F92,242.0
F60,202.0
1I0,2.0
N26,68.0
N79,17.0
B17,161.0
G23,10.0
O40,97.0
F02,106.0
B05,30.0
Q77,33.0
E80,72.0
Q56,24.0
F11,99.0
HG5,1.0
A40,143.0
H41,5.0
P23,41.0
E53,53.0
M42,368.0
A66,59.0
P39,196.0
H28,61.0
G95,87.0
A18,46.0
J63,32.0
G53,145.0
E98,24.0
I08,181.0
A03,65.0
E72,51.0
H46,216.0
Q79,38.0
N65,23.0
J60,105.0
F22,24.0
O45,59.0
N55,20.0
C70,133.0
H32,110.0
Q34,6.0
D84,57.0
Q11,13.0
B54,18.0
C95,75.0
C26,47.0
N07,132.0
I41,59.0
I79,111.0
Q06,14.0
D00,31.0
N67,11.0
F89,66.0
O71,14.0
A74,19.0
J53,4.0
E41,57.0
B29,1.0
H63,15.0
F09,58.0
G36,50.0
P55,79.0
B69,20.0
K66,69.0
C63,60.0
H06,63.0
C45,48.0
I02,70.0
E27,79.0
A26,42.0
Q01,8.0
J94,97.0
P83,40.0
J54,4.0
D19,59.0
G71,101.0
P95,40.0
A57,33.0
Q20,48.0
I27,170.0
J83,31.0
O87,23.0
E39,11.0
P57,7.0
P08,16.0
B59,43.0
Q54,150.0
C47,47.0
L89,158.0
I75,3.0
J95,87.0
A22,14.0
C57,53.0
O25,51.0
P24,29.0
M64,8.0
G10,36.0
O75,86.0
F35,2.0
Q17,101.0
C93,12.0
G13,23.0
F54,21.0
M03,34.0
B91,50.0
P54,16.0
G66,21.0
I03,23.0
D86,73.0
F15,27.0
G32,25.0
C78,111.0
G59,73.0
B89,58.0
A86,67.0
J82,40.0
B78,26.0
N05,90.0
B38,35.0
F23,42.0
H48,52.0
C24,98.0
F63,44.0
B79,6.0
P91,23.0
G63,259.0
G07,24.0
BAS,33.0
P76,15.0
A39,58.0
B67,11.0
G05,18.0
M74,14.0
B21,21.0
P71,15.0
P72,12.0
Q91,6.0
L69,6.0
E51,21.0
O61,9.0
J91,77.0
G64,75.0
B39,41.0
I23,48.0
N78,24.0
Q12,36.0
N15,69.0
B40,8.0
B14,3.0
F38,48.0
B90,33.0
E84,86.0
B45,14.0
P04,3.0
A99,26.0
O84,48.0
P51,21.0
H09,8.0
E12,47.0
A55,14.0
Q05,55.0
A42,34.0
H42,73.0
N52,38.0
C75,115.0
H75,10.0
M09,43.0
A17,10.0
Q07,56.0
O48,142.0
I28,40.0
L09,8.0
C01,161.0
A83,24.0
Q10,20.0
B76,52.0
H79,5.0
P35,20.0
F62,7.0
Q04,20.0
B50,17.0
P36,23.0
P27,18.0
J99,161.0
P20,17.0
D02,58.0
O74,34.0
